"","date","variable","value"
"1991",2021-08-23,"GASREGW",3.145
"1992",2021-08-30,"GASREGW",3.139
"1993",2021-09-01,"MICH",4.6
"1994",2021-09-06,"GASREGW",3.176
"1995",2021-09-13,"GASREGW",3.165
"1996",2021-09-20,"GASREGW",3.184
"1997",2021-09-27,"GASREGW",3.175
"1998",2021-10-01,"MICH",4.8
"1999",2021-10-04,"GASREGW",3.19
"2000",2021-10-11,"GASREGW",3.267
"2001",2021-10-18,"GASREGW",3.322
"2002",2021-10-25,"GASREGW",3.383
"2003",2021-11-01,"GASREGW",3.39
"2004",2021-11-01,"MICH",4.9
"2005",2021-11-08,"GASREGW",3.41
"2006",2021-11-15,"GASREGW",3.399
"2007",2021-11-22,"GASREGW",3.395
"2008",2021-11-29,"GASREGW",3.38
"2009",2021-12-01,"MICH",4.8
"2010",2021-12-06,"GASREGW",3.341
"2011",2021-12-13,"GASREGW",3.315
"2012",2021-12-20,"GASREGW",3.295
"2013",2021-12-27,"GASREGW",3.275
"2014",2022-01-01,"MICH",4.9
"2015",2022-01-03,"GASREGW",3.281
"2016",2022-01-10,"GASREGW",3.295
"2017",2022-01-17,"GASREGW",3.306
"2018",2022-01-24,"GASREGW",3.323
"2019",2022-01-31,"GASREGW",3.368
"2020",2022-02-01,"MICH",4.9
"2021",2022-02-07,"GASREGW",3.444
"2022",2022-02-14,"GASREGW",3.487
"2023",2022-02-21,"GASREGW",3.53
"2024",2022-02-28,"GASREGW",3.608
"2025",2022-03-01,"MICH",5.4
"2026",2022-03-07,"GASREGW",4.102
"2027",2022-03-14,"GASREGW",4.315
"2028",2022-03-21,"GASREGW",4.239
"2029",2022-03-28,"GASREGW",4.231
"2030",2022-04-01,"MICH",5.4
"2031",2022-04-04,"GASREGW",4.17
"2032",2022-04-11,"GASREGW",4.091
"2033",2022-04-18,"GASREGW",4.066
"2034",2022-04-25,"GASREGW",4.107
"2035",2022-05-01,"MICH",5.3
"2036",2022-05-02,"GASREGW",4.182
"2037",2022-05-09,"GASREGW",4.328
"2038",2022-05-16,"GASREGW",4.491
"2039",2022-05-23,"GASREGW",4.593
"2040",2022-05-30,"GASREGW",4.624
"2041",2022-06-01,"MICH",5.3
"2042",2022-06-06,"GASREGW",4.876
"2043",2022-06-13,"GASREGW",5.006
"2044",2022-06-20,"GASREGW",4.962
"2045",2022-06-27,"GASREGW",4.872
"2046",2022-07-01,"MICH",5.2
"2047",2022-07-04,"GASREGW",4.771
"2048",2022-07-11,"GASREGW",4.646
"2049",2022-07-18,"GASREGW",4.49
"2050",2022-07-25,"GASREGW",4.33
"2051",2022-08-01,"GASREGW",4.192
"2052",2022-08-01,"MICH",4.8
"2053",2022-08-08,"GASREGW",4.038
"2054",2022-08-15,"GASREGW",3.938
"2055",2022-08-22,"GASREGW",3.88
"2056",2022-08-29,"GASREGW",3.827
"2057",2022-09-01,"MICH",4.7
"2058",2022-09-05,"GASREGW",3.746
"2059",2022-09-12,"GASREGW",3.69
"2060",2022-09-19,"GASREGW",3.654
"2061",2022-09-26,"GASREGW",3.711
"2062",2022-10-01,"MICH",5
"2063",2022-10-03,"GASREGW",3.782
"2064",2022-10-10,"GASREGW",3.912
"2065",2022-10-17,"GASREGW",3.871
"2066",2022-10-24,"GASREGW",3.769
"2067",2022-10-31,"GASREGW",3.742
"2068",2022-11-01,"MICH",5
"2069",2022-11-07,"GASREGW",3.796
"2070",2022-11-14,"GASREGW",3.762
"2071",2022-11-21,"GASREGW",3.648
"2072",2022-11-28,"GASREGW",3.534
"2073",2022-12-01,"MICH",4.3
"2074",2022-12-05,"GASREGW",3.39
"2075",2022-12-12,"GASREGW",3.239
"2076",2022-12-19,"GASREGW",3.12
"2077",2022-12-26,"GASREGW",3.091
"2078",2023-01-01,"MICH",3.9
"2079",2023-01-02,"GASREGW",3.223
"2080",2023-01-09,"GASREGW",3.259
"2081",2023-01-16,"GASREGW",3.31
"2082",2023-01-23,"GASREGW",3.415
"2083",2023-01-30,"GASREGW",3.489
"2084",2023-02-01,"MICH",4.2
"2085",2023-02-06,"GASREGW",3.444
"2086",2023-02-13,"GASREGW",3.39
"2087",2023-02-20,"GASREGW",3.379
"2088",2023-02-27,"GASREGW",3.342
"2089",2023-03-01,"MICH",3.6
"2090",2023-03-06,"GASREGW",3.389
"2091",2023-03-13,"GASREGW",3.456
"2092",2023-03-20,"GASREGW",3.422
"2093",2023-03-27,"GASREGW",3.421
"2094",2023-04-01,"MICH",4.7
"2095",2023-04-03,"GASREGW",3.497
"2096",2023-04-10,"GASREGW",3.596
"2097",2023-04-17,"GASREGW",3.663
"2098",2023-04-24,"GASREGW",3.656
"2099",2023-05-01,"GASREGW",3.6
"2100",2023-05-01,"MICH",4.2
"2101",2023-05-08,"GASREGW",3.533
"2102",2023-05-15,"GASREGW",3.536
"2103",2023-05-22,"GASREGW",3.534
"2104",2023-05-29,"GASREGW",3.571
"2105",2023-06-01,"MICH",3.3
"2106",2023-06-05,"GASREGW",3.541
"2107",2023-06-12,"GASREGW",3.595
"2108",2023-06-19,"GASREGW",3.577
"2109",2023-06-26,"GASREGW",3.571
"2110",2023-07-01,"MICH",3.4
"2111",2023-07-03,"GASREGW",3.527
"2112",2023-07-10,"GASREGW",3.546
"2113",2023-07-17,"GASREGW",3.559
"2114",2023-07-24,"GASREGW",3.596
"2115",2023-07-31,"GASREGW",3.757
"2116",2023-08-01,"MICH",3.5
"2117",2023-08-07,"GASREGW",3.828
"2118",2023-08-14,"GASREGW",3.85
"2119",2023-08-21,"GASREGW",3.868
"2120",2023-08-28,"GASREGW",3.813
"2121",2023-09-01,"MICH",3.2
"2122",2023-09-04,"GASREGW",3.807
"2123",2023-09-11,"GASREGW",3.822
"2124",2023-09-18,"GASREGW",3.878
"2125",2023-09-25,"GASREGW",3.837
"2126",2023-10-01,"MICH",4.2
"2127",2023-10-02,"GASREGW",3.798
"2128",2023-10-09,"GASREGW",3.684
"2129",2023-10-16,"GASREGW",3.576
"2130",2023-10-23,"GASREGW",3.533
"2131",2023-10-30,"GASREGW",3.473
"2132",2023-11-01,"MICH",4.5
"2133",2023-11-06,"GASREGW",3.396
"2134",2023-11-13,"GASREGW",3.349
"2135",2023-11-20,"GASREGW",3.289
"2136",2023-11-27,"GASREGW",3.238
"2137",2023-12-01,"MICH",3.1
"2138",2023-12-04,"GASREGW",3.231
"2139",2023-12-11,"GASREGW",3.136
"2140",2023-12-18,"GASREGW",3.053
"2141",2023-12-25,"GASREGW",3.116
"2142",2024-01-01,"GASREGW",3.089
"2143",2024-01-01,"MICH",2.9
"2144",2024-01-08,"GASREGW",3.073
"2145",2024-01-15,"GASREGW",3.058
"2146",2024-01-22,"GASREGW",3.062
"2147",2024-01-29,"GASREGW",3.095
"2148",2024-02-01,"MICH",3
"2149",2024-02-05,"GASREGW",3.136
"2150",2024-02-12,"GASREGW",3.192
"2151",2024-02-19,"GASREGW",3.269
"2152",2024-02-26,"GASREGW",3.249
"2153",2024-03-01,"MICH",2.9
"2154",2024-03-04,"GASREGW",3.35
"2155",2024-03-11,"GASREGW",3.376
"2156",2024-03-18,"GASREGW",3.453
"2157",2024-03-25,"GASREGW",3.523
"2158",2024-04-01,"GASREGW",3.517
"2159",2024-04-01,"MICH",3.2
"2160",2024-04-08,"GASREGW",3.591
"2161",2024-04-15,"GASREGW",3.628
"2162",2024-04-22,"GASREGW",3.668
"2163",2024-04-29,"GASREGW",3.653
"2164",2024-05-01,"MICH",3.3
"2165",2024-05-06,"GASREGW",3.643
"2166",2024-05-13,"GASREGW",3.608
"2167",2024-05-20,"GASREGW",3.584
"2168",2024-05-27,"GASREGW",3.577
"2169",2024-06-01,"MICH",3
"2170",2024-06-03,"GASREGW",3.516
"2171",2024-06-10,"GASREGW",3.429
"2172",2024-06-17,"GASREGW",3.435
"2173",2024-06-24,"GASREGW",3.438
"2174",2024-07-01,"GASREGW",3.479
"2175",2024-07-01,"MICH",2.9
"2176",2024-07-08,"GASREGW",3.489
"2177",2024-07-15,"GASREGW",3.496
"2178",2024-07-22,"GASREGW",3.471
"2179",2024-07-29,"GASREGW",3.484
"2180",2024-08-01,"MICH",2.8
"2181",2024-08-05,"GASREGW",3.448
"2182",2024-08-12,"GASREGW",3.414
"2183",2024-08-19,"GASREGW",3.382
"2184",2024-08-26,"GASREGW",3.313
"2185",2024-09-01,"MICH",2.7
"2186",2024-09-02,"GASREGW",3.289
"2187",2024-09-09,"GASREGW",3.236
"2188",2024-09-16,"GASREGW",3.18
"2189",2024-09-23,"GASREGW",3.185
"2190",2024-09-30,"GASREGW",3.179
"2191",2024-10-01,"MICH",2.7
"2192",2024-10-07,"GASREGW",3.136
"2193",2024-10-14,"GASREGW",3.171
"2194",2024-10-21,"GASREGW",3.144
"2195",2024-10-28,"GASREGW",3.097
"2196",2024-11-01,"MICH",2.6
"2197",2024-11-04,"GASREGW",3.069
"2198",2024-11-11,"GASREGW",3.052
"2199",2024-11-18,"GASREGW",3.046
"2200",2024-11-25,"GASREGW",3.044
"2201",2024-12-01,"MICH",2.8
"2202",2024-12-02,"GASREGW",3.034
"2203",2024-12-09,"GASREGW",3.008
"2204",2024-12-16,"GASREGW",3.016
"2205",2024-12-23,"GASREGW",3.024
"2206",2024-12-30,"GASREGW",3.006
"2207",2025-01-01,"MICH",3.3
"2208",2025-01-06,"GASREGW",3.047
"2209",2025-01-13,"GASREGW",3.043
"2210",2025-01-20,"GASREGW",3.109
"2211",2025-01-27,"GASREGW",3.103
"2212",2025-02-01,"MICH",4.3
"2213",2025-02-03,"GASREGW",3.082
"2214",2025-02-10,"GASREGW",3.128
"2215",2025-02-17,"GASREGW",3.148
"2216",2025-02-24,"GASREGW",3.125
"2217",2025-03-01,"MICH",5
"2218",2025-03-03,"GASREGW",3.078
"2219",2025-03-10,"GASREGW",3.069
"2220",2025-03-17,"GASREGW",3.058
"2221",2025-03-24,"GASREGW",3.115
"2222",2025-03-31,"GASREGW",3.162
"2223",2025-04-01,"MICH",6.5
"2224",2025-04-07,"GASREGW",3.243
"2225",2025-04-14,"GASREGW",3.168
"2226",2025-04-21,"GASREGW",3.141
"2227",2025-04-28,"GASREGW",3.133
"2228",2025-05-01,"MICH",6.6
"2229",2025-05-05,"GASREGW",3.147
"2230",2025-05-12,"GASREGW",3.12
"2231",2025-05-19,"GASREGW",3.173
"2232",2025-05-26,"GASREGW",3.16
"2233",2025-06-01,"MICH",5
"2234",2025-06-02,"GASREGW",3.127
"2235",2025-06-09,"GASREGW",3.108
"2236",2025-06-16,"GASREGW",3.139
"2237",2025-06-23,"GASREGW",3.213
"2238",2025-06-30,"GASREGW",3.164
"2239",2025-07-07,"GASREGW",3.125
"2240",2025-07-14,"GASREGW",3.13
"2241",2025-07-21,"GASREGW",3.121
"2242",2025-07-28,"GASREGW",3.123
"2243",2025-08-04,"GASREGW",3.14
"2244",2025-08-11,"GASREGW",3.118
"2245",2025-08-18,"GASREGW",3.125
