"","date","variable","value"
"680",2001-03-19,"GASREGW",1.404
"681",2001-03-26,"GASREGW",1.404
"682",2001-04-01,"MICH",3.1
"683",2001-04-02,"GASREGW",1.442
"684",2001-04-09,"GASREGW",1.5
"685",2001-04-16,"GASREGW",1.571
"686",2001-04-23,"GASREGW",1.619
"687",2001-04-30,"GASREGW",1.626
"688",2001-05-01,"MICH",3.2
"689",2001-05-07,"GASREGW",1.703
"690",2001-05-14,"GASREGW",1.713
"691",2001-05-21,"GASREGW",1.687
"692",2001-05-28,"GASREGW",1.704
"693",2001-06-01,"MICH",3
"694",2001-06-04,"GASREGW",1.679
"695",2001-06-11,"GASREGW",1.647
"696",2001-06-18,"GASREGW",1.601
"697",2001-06-25,"GASREGW",1.538
"698",2001-07-01,"MICH",2.6
"699",2001-07-02,"GASREGW",1.474
"700",2001-07-09,"GASREGW",1.437
"701",2001-07-16,"GASREGW",1.413
"702",2001-07-23,"GASREGW",1.395
"703",2001-07-30,"GASREGW",1.384
"704",2001-08-01,"MICH",2.7
"705",2001-08-06,"GASREGW",1.376
"706",2001-08-13,"GASREGW",1.392
"707",2001-08-20,"GASREGW",1.427
"708",2001-08-27,"GASREGW",1.488
"709",2001-09-01,"MICH",2.8
"710",2001-09-03,"GASREGW",1.545
"711",2001-09-10,"GASREGW",1.527
"712",2001-09-17,"GASREGW",1.529
"713",2001-09-24,"GASREGW",1.485
"714",2001-10-01,"GASREGW",1.416
"715",2001-10-01,"MICH",1
"716",2001-10-08,"GASREGW",1.352
"717",2001-10-15,"GASREGW",1.309
"718",2001-10-22,"GASREGW",1.265
"719",2001-10-29,"GASREGW",1.235
"720",2001-11-01,"MICH",0.4
"721",2001-11-05,"GASREGW",1.206
"722",2001-11-12,"GASREGW",1.182
"723",2001-11-19,"GASREGW",1.167
"724",2001-11-26,"GASREGW",1.127
"725",2001-12-01,"MICH",1.8
"726",2001-12-03,"GASREGW",1.108
"727",2001-12-10,"GASREGW",1.095
"728",2001-12-17,"GASREGW",1.059
"729",2001-12-24,"GASREGW",1.072
"730",2001-12-31,"GASREGW",1.096
"731",2002-01-01,"MICH",1.9
"732",2002-01-07,"GASREGW",1.112
"733",2002-01-14,"GASREGW",1.111
"734",2002-01-21,"GASREGW",1.105
"735",2002-01-28,"GASREGW",1.101
"736",2002-02-01,"MICH",2.1
"737",2002-02-04,"GASREGW",1.116
"738",2002-02-11,"GASREGW",1.107
"739",2002-02-18,"GASREGW",1.116
"740",2002-02-25,"GASREGW",1.116
"741",2002-03-01,"MICH",2.7
"742",2002-03-04,"GASREGW",1.144
"743",2002-03-11,"GASREGW",1.223
"744",2002-03-18,"GASREGW",1.288
"745",2002-03-25,"GASREGW",1.342
"746",2002-04-01,"GASREGW",1.371
"747",2002-04-01,"MICH",2.8
"748",2002-04-08,"GASREGW",1.413
"749",2002-04-15,"GASREGW",1.404
"750",2002-04-22,"GASREGW",1.404
"751",2002-04-29,"GASREGW",1.393
"752",2002-05-01,"MICH",2.7
"753",2002-05-06,"GASREGW",1.395
"754",2002-05-13,"GASREGW",1.388
"755",2002-05-20,"GASREGW",1.397
"756",2002-05-27,"GASREGW",1.387
"757",2002-06-01,"MICH",2.7
"758",2002-06-03,"GASREGW",1.392
"759",2002-06-10,"GASREGW",1.375
"760",2002-06-17,"GASREGW",1.378
"761",2002-06-24,"GASREGW",1.384
"762",2002-07-01,"GASREGW",1.392
"763",2002-07-01,"MICH",2.6
"764",2002-07-08,"GASREGW",1.382
"765",2002-07-15,"GASREGW",1.394
"766",2002-07-22,"GASREGW",1.41
"767",2002-07-29,"GASREGW",1.407
"768",2002-08-01,"MICH",2.6
"769",2002-08-05,"GASREGW",1.395
"770",2002-08-12,"GASREGW",1.393
"771",2002-08-19,"GASREGW",1.392
"772",2002-08-26,"GASREGW",1.403
"773",2002-09-01,"MICH",2.5
"774",2002-09-02,"GASREGW",1.394
"775",2002-09-09,"GASREGW",1.395
"776",2002-09-16,"GASREGW",1.401
"777",2002-09-23,"GASREGW",1.395
"778",2002-09-30,"GASREGW",1.413
"779",2002-10-01,"MICH",2.5
"780",2002-10-07,"GASREGW",1.439
"781",2002-10-14,"GASREGW",1.44
"782",2002-10-21,"GASREGW",1.458
"783",2002-10-28,"GASREGW",1.444
"784",2002-11-01,"MICH",2.4
"785",2002-11-04,"GASREGW",1.448
"786",2002-11-11,"GASREGW",1.439
"787",2002-11-18,"GASREGW",1.409
"788",2002-11-25,"GASREGW",1.38
"789",2002-12-01,"MICH",2.5
"790",2002-12-02,"GASREGW",1.364
"791",2002-12-09,"GASREGW",1.36
"792",2002-12-16,"GASREGW",1.363
"793",2002-12-23,"GASREGW",1.401
"794",2002-12-30,"GASREGW",1.441
"795",2003-01-01,"MICH",2.5
"796",2003-01-06,"GASREGW",1.444
"797",2003-01-13,"GASREGW",1.454
"798",2003-01-20,"GASREGW",1.459
"799",2003-01-27,"GASREGW",1.473
"800",2003-02-01,"MICH",2.7
"801",2003-02-03,"GASREGW",1.527
"802",2003-02-10,"GASREGW",1.607
"803",2003-02-17,"GASREGW",1.66
"804",2003-02-24,"GASREGW",1.658
"805",2003-03-01,"MICH",3.1
"806",2003-03-03,"GASREGW",1.686
"807",2003-03-10,"GASREGW",1.712
"808",2003-03-17,"GASREGW",1.728
"809",2003-03-24,"GASREGW",1.69
"810",2003-03-31,"GASREGW",1.649
"811",2003-04-01,"MICH",2.4
"812",2003-04-07,"GASREGW",1.63
"813",2003-04-14,"GASREGW",1.595
"814",2003-04-21,"GASREGW",1.574
"815",2003-04-28,"GASREGW",1.557
"816",2003-05-01,"MICH",2
"817",2003-05-05,"GASREGW",1.513
"818",2003-05-12,"GASREGW",1.491
"819",2003-05-19,"GASREGW",1.498
"820",2003-05-26,"GASREGW",1.487
"821",2003-06-01,"MICH",2.1
"822",2003-06-02,"GASREGW",1.473
"823",2003-06-09,"GASREGW",1.49
"824",2003-06-16,"GASREGW",1.518
"825",2003-06-23,"GASREGW",1.496
"826",2003-06-30,"GASREGW",1.487
"827",2003-07-01,"MICH",1.7
"828",2003-07-07,"GASREGW",1.489
"829",2003-07-14,"GASREGW",1.521
"830",2003-07-21,"GASREGW",1.524
"831",2003-07-28,"GASREGW",1.516
"832",2003-08-01,"MICH",2.5
"833",2003-08-04,"GASREGW",1.536
"834",2003-08-11,"GASREGW",1.571
"835",2003-08-18,"GASREGW",1.627
"836",2003-08-25,"GASREGW",1.747
"837",2003-09-01,"GASREGW",1.746
"838",2003-09-01,"MICH",2.8
"839",2003-09-08,"GASREGW",1.717
"840",2003-09-15,"GASREGW",1.697
"841",2003-09-22,"GASREGW",1.643
"842",2003-09-29,"GASREGW",1.591
"843",2003-10-01,"MICH",2.6
"844",2003-10-06,"GASREGW",1.573
"845",2003-10-13,"GASREGW",1.568
"846",2003-10-20,"GASREGW",1.571
"847",2003-10-27,"GASREGW",1.542
"848",2003-11-01,"MICH",2.7
"849",2003-11-03,"GASREGW",1.535
"850",2003-11-10,"GASREGW",1.504
"851",2003-11-17,"GASREGW",1.497
"852",2003-11-24,"GASREGW",1.512
"853",2003-12-01,"GASREGW",1.49
"854",2003-12-01,"MICH",2.6
"855",2003-12-08,"GASREGW",1.476
"856",2003-12-15,"GASREGW",1.465
"857",2003-12-22,"GASREGW",1.485
"858",2003-12-29,"GASREGW",1.478
"859",2004-01-01,"MICH",2.7
"860",2004-01-05,"GASREGW",1.51
"861",2004-01-12,"GASREGW",1.56
"862",2004-01-19,"GASREGW",1.595
"863",2004-01-26,"GASREGW",1.622
"864",2004-02-01,"MICH",2.6
"865",2004-02-02,"GASREGW",1.616
"866",2004-02-09,"GASREGW",1.638
"867",2004-02-16,"GASREGW",1.648
"868",2004-02-23,"GASREGW",1.688
"869",2004-03-01,"GASREGW",1.717
"870",2004-03-01,"MICH",2.9
"871",2004-03-08,"GASREGW",1.738
"872",2004-03-15,"GASREGW",1.724
"873",2004-03-22,"GASREGW",1.743
"874",2004-03-29,"GASREGW",1.758
"875",2004-04-01,"MICH",3.2
"876",2004-04-05,"GASREGW",1.78
"877",2004-04-12,"GASREGW",1.786
"878",2004-04-19,"GASREGW",1.813
"879",2004-04-26,"GASREGW",1.812
"880",2004-05-01,"MICH",3.3
"881",2004-05-03,"GASREGW",1.844
"882",2004-05-10,"GASREGW",1.941
"883",2004-05-17,"GASREGW",2.017
"884",2004-05-24,"GASREGW",2.064
"885",2004-05-31,"GASREGW",2.051
"886",2004-06-01,"MICH",3.3
"887",2004-06-07,"GASREGW",2.034
"888",2004-06-14,"GASREGW",1.985
"889",2004-06-21,"GASREGW",1.937
"890",2004-06-28,"GASREGW",1.921
"891",2004-07-01,"MICH",3
"892",2004-07-05,"GASREGW",1.895
"893",2004-07-12,"GASREGW",1.917
"894",2004-07-19,"GASREGW",1.928
"895",2004-07-26,"GASREGW",1.905
"896",2004-08-01,"MICH",2.8
"897",2004-08-02,"GASREGW",1.888
"898",2004-08-09,"GASREGW",1.877
"899",2004-08-16,"GASREGW",1.875
"900",2004-08-23,"GASREGW",1.884
"901",2004-08-30,"GASREGW",1.866
"902",2004-09-01,"MICH",2.8
"903",2004-09-06,"GASREGW",1.85
"904",2004-09-13,"GASREGW",1.846
"905",2004-09-20,"GASREGW",1.866
"906",2004-09-27,"GASREGW",1.917
"907",2004-10-01,"MICH",3.1
"908",2004-10-04,"GASREGW",1.938
"909",2004-10-11,"GASREGW",1.993
"910",2004-10-18,"GASREGW",2.035
"911",2004-10-25,"GASREGW",2.032
"912",2004-11-01,"GASREGW",2.034
"913",2004-11-01,"MICH",2.8
"914",2004-11-08,"GASREGW",2.001
"915",2004-11-15,"GASREGW",1.969
"916",2004-11-22,"GASREGW",1.948
"917",2004-11-29,"GASREGW",1.945
"918",2004-12-01,"MICH",3
"919",2004-12-06,"GASREGW",1.911
"920",2004-12-13,"GASREGW",1.847
"921",2004-12-20,"GASREGW",1.815
"922",2004-12-27,"GASREGW",1.791
"923",2005-01-01,"MICH",2.9
"924",2005-01-03,"GASREGW",1.778
"925",2005-01-10,"GASREGW",1.793
"926",2005-01-17,"GASREGW",1.819
"927",2005-01-24,"GASREGW",1.853
"928",2005-01-31,"GASREGW",1.911
"929",2005-02-01,"MICH",2.9
"930",2005-02-07,"GASREGW",1.909
"931",2005-02-14,"GASREGW",1.898
"932",2005-02-21,"GASREGW",1.905
"933",2005-02-28,"GASREGW",1.928
"934",2005-03-01,"MICH",3.2
"935",2005-03-07,"GASREGW",1.999
"936",2005-03-14,"GASREGW",2.056
"937",2005-03-21,"GASREGW",2.109
"938",2005-03-28,"GASREGW",2.153
"939",2005-04-01,"MICH",3.3
"940",2005-04-04,"GASREGW",2.217
"941",2005-04-11,"GASREGW",2.28
"942",2005-04-18,"GASREGW",2.237
"943",2005-04-25,"GASREGW",2.236
"944",2005-05-01,"MICH",3.2
"945",2005-05-02,"GASREGW",2.235
"946",2005-05-09,"GASREGW",2.186
"947",2005-05-16,"GASREGW",2.163
"948",2005-05-23,"GASREGW",2.125
"949",2005-05-30,"GASREGW",2.097
"950",2005-06-01,"MICH",3.2
"951",2005-06-06,"GASREGW",2.116
"952",2005-06-13,"GASREGW",2.13
"953",2005-06-20,"GASREGW",2.161
"954",2005-06-27,"GASREGW",2.215
"955",2005-07-01,"MICH",3
"956",2005-07-04,"GASREGW",2.226
"957",2005-07-11,"GASREGW",2.328
"958",2005-07-18,"GASREGW",2.317
"959",2005-07-25,"GASREGW",2.289
"960",2005-08-01,"GASREGW",2.291
"961",2005-08-01,"MICH",3.1
"962",2005-08-08,"GASREGW",2.368
"963",2005-08-15,"GASREGW",2.55
"964",2005-08-22,"GASREGW",2.612
"965",2005-08-29,"GASREGW",2.61
"966",2005-09-01,"MICH",4.3
"967",2005-09-05,"GASREGW",3.069
"968",2005-09-12,"GASREGW",2.955
"969",2005-09-19,"GASREGW",2.786
"970",2005-09-26,"GASREGW",2.803
"971",2005-10-01,"MICH",4.6
"972",2005-10-03,"GASREGW",2.928
"973",2005-10-10,"GASREGW",2.848
"974",2005-10-17,"GASREGW",2.725
"975",2005-10-24,"GASREGW",2.603
"976",2005-10-31,"GASREGW",2.48
"977",2005-11-01,"MICH",3.3
"978",2005-11-07,"GASREGW",2.376
"979",2005-11-14,"GASREGW",2.296
"980",2005-11-21,"GASREGW",2.201
"981",2005-11-28,"GASREGW",2.154
"982",2005-12-01,"MICH",3.1
"983",2005-12-05,"GASREGW",2.147
"984",2005-12-12,"GASREGW",2.185
"985",2005-12-19,"GASREGW",2.211
"986",2005-12-26,"GASREGW",2.197
"987",2006-01-01,"MICH",3
"988",2006-01-02,"GASREGW",2.238
"989",2006-01-09,"GASREGW",2.327
"990",2006-01-16,"GASREGW",2.32
"991",2006-01-23,"GASREGW",2.336
"992",2006-01-30,"GASREGW",2.357
"993",2006-02-01,"MICH",3
"994",2006-02-06,"GASREGW",2.342
"995",2006-02-13,"GASREGW",2.284
"996",2006-02-20,"GASREGW",2.24
"997",2006-02-27,"GASREGW",2.254
"998",2006-03-01,"MICH",3
"999",2006-03-06,"GASREGW",2.331
"1000",2006-03-13,"GASREGW",2.366
"1001",2006-03-20,"GASREGW",2.504
"1002",2006-03-27,"GASREGW",2.498
"1003",2006-04-01,"MICH",3.3
"1004",2006-04-03,"GASREGW",2.588
"1005",2006-04-10,"GASREGW",2.683
"1006",2006-04-17,"GASREGW",2.783
"1007",2006-04-24,"GASREGW",2.914
"1008",2006-05-01,"GASREGW",2.919
"1009",2006-05-01,"MICH",4
"1010",2006-05-08,"GASREGW",2.909
"1011",2006-05-15,"GASREGW",2.947
"1012",2006-05-22,"GASREGW",2.892
"1013",2006-05-29,"GASREGW",2.867
"1014",2006-06-01,"MICH",3.3
"1015",2006-06-05,"GASREGW",2.892
"1016",2006-06-12,"GASREGW",2.906
"1017",2006-06-19,"GASREGW",2.871
"1018",2006-06-26,"GASREGW",2.869
"1019",2006-07-01,"MICH",3.2
"1020",2006-07-03,"GASREGW",2.934
"1021",2006-07-10,"GASREGW",2.973
"1022",2006-07-17,"GASREGW",2.989
"1023",2006-07-24,"GASREGW",3.003
"1024",2006-07-31,"GASREGW",3.004
"1025",2006-08-01,"MICH",3.8
"1026",2006-08-07,"GASREGW",3.038
"1027",2006-08-14,"GASREGW",3
"1028",2006-08-21,"GASREGW",2.924
"1029",2006-08-28,"GASREGW",2.845
"1030",2006-09-01,"MICH",3.1
"1031",2006-09-04,"GASREGW",2.727
"1032",2006-09-11,"GASREGW",2.618
"1033",2006-09-18,"GASREGW",2.497
"1034",2006-09-25,"GASREGW",2.378
"1035",2006-10-01,"MICH",3.1
"1036",2006-10-02,"GASREGW",2.31
"1037",2006-10-09,"GASREGW",2.261
"1038",2006-10-16,"GASREGW",2.226
"1039",2006-10-23,"GASREGW",2.208
"1040",2006-10-30,"GASREGW",2.218
"1041",2006-11-01,"MICH",3
"1042",2006-11-06,"GASREGW",2.2
"1043",2006-11-13,"GASREGW",2.232
"1044",2006-11-20,"GASREGW",2.239
"1045",2006-11-27,"GASREGW",2.246
"1046",2006-12-01,"MICH",2.9
"1047",2006-12-04,"GASREGW",2.297
"1048",2006-12-11,"GASREGW",2.293
"1049",2006-12-18,"GASREGW",2.32
"1050",2006-12-25,"GASREGW",2.341
"1051",2007-01-01,"GASREGW",2.334
"1052",2007-01-01,"MICH",3
"1053",2007-01-08,"GASREGW",2.306
"1054",2007-01-15,"GASREGW",2.229
"1055",2007-01-22,"GASREGW",2.165
"1056",2007-01-29,"GASREGW",2.165
"1057",2007-02-01,"MICH",3
"1058",2007-02-05,"GASREGW",2.191
"1059",2007-02-12,"GASREGW",2.241
"1060",2007-02-19,"GASREGW",2.296
"1061",2007-02-26,"GASREGW",2.383
"1062",2007-03-01,"MICH",3
"1063",2007-03-05,"GASREGW",2.505
"1064",2007-03-12,"GASREGW",2.559
"1065",2007-03-19,"GASREGW",2.577
"1066",2007-03-26,"GASREGW",2.61
"1067",2007-04-01,"MICH",3.3
"1068",2007-04-02,"GASREGW",2.707
"1069",2007-04-09,"GASREGW",2.802
"1070",2007-04-16,"GASREGW",2.876
"1071",2007-04-23,"GASREGW",2.869
"1072",2007-04-30,"GASREGW",2.971
"1073",2007-05-01,"MICH",3.3
"1074",2007-05-07,"GASREGW",3.054
"1075",2007-05-14,"GASREGW",3.103
"1076",2007-05-21,"GASREGW",3.218
"1077",2007-05-28,"GASREGW",3.209
"1078",2007-06-01,"MICH",3.4
"1079",2007-06-04,"GASREGW",3.157
"1080",2007-06-11,"GASREGW",3.076
"1081",2007-06-18,"GASREGW",3.009
"1082",2007-06-25,"GASREGW",2.982
"1083",2007-07-01,"MICH",3.4
"1084",2007-07-02,"GASREGW",2.959
"1085",2007-07-09,"GASREGW",2.981
"1086",2007-07-16,"GASREGW",3.049
"1087",2007-07-23,"GASREGW",2.958
"1088",2007-07-30,"GASREGW",2.876
"1089",2007-08-01,"MICH",3.2
"1090",2007-08-06,"GASREGW",2.838
"1091",2007-08-13,"GASREGW",2.771
"1092",2007-08-20,"GASREGW",2.785
"1093",2007-08-27,"GASREGW",2.749
"1094",2007-09-01,"MICH",3.1
"1095",2007-09-03,"GASREGW",2.796
"1096",2007-09-10,"GASREGW",2.818
"1097",2007-09-17,"GASREGW",2.787
"1098",2007-09-24,"GASREGW",2.812
"1099",2007-10-01,"GASREGW",2.788
"1100",2007-10-01,"MICH",3.1
"1101",2007-10-08,"GASREGW",2.77
"1102",2007-10-15,"GASREGW",2.762
"1103",2007-10-22,"GASREGW",2.823
"1104",2007-10-29,"GASREGW",2.872
"1105",2007-11-01,"MICH",3.4
"1106",2007-11-05,"GASREGW",3.013
"1107",2007-11-12,"GASREGW",3.111
"1108",2007-11-19,"GASREGW",3.099
"1109",2007-11-26,"GASREGW",3.097
"1110",2007-12-01,"MICH",3.4
"1111",2007-12-03,"GASREGW",3.061
"1112",2007-12-10,"GASREGW",3
"1113",2007-12-17,"GASREGW",2.998
"1114",2007-12-24,"GASREGW",2.98
"1115",2007-12-31,"GASREGW",3.053
"1116",2008-01-01,"MICH",3.4
"1117",2008-01-07,"GASREGW",3.109
"1118",2008-01-14,"GASREGW",3.068
"1119",2008-01-21,"GASREGW",3.017
"1120",2008-01-28,"GASREGW",2.977
"1121",2008-02-01,"MICH",3.6
"1122",2008-02-04,"GASREGW",2.978
"1123",2008-02-11,"GASREGW",2.96
"1124",2008-02-18,"GASREGW",3.042
"1125",2008-02-25,"GASREGW",3.13
"1126",2008-03-01,"MICH",4.3
"1127",2008-03-03,"GASREGW",3.162
"1128",2008-03-10,"GASREGW",3.225
"1129",2008-03-17,"GASREGW",3.284
"1130",2008-03-24,"GASREGW",3.259
"1131",2008-03-31,"GASREGW",3.29
"1132",2008-04-01,"MICH",4.8
"1133",2008-04-07,"GASREGW",3.332
"1134",2008-04-14,"GASREGW",3.389
"1135",2008-04-21,"GASREGW",3.508
"1136",2008-04-28,"GASREGW",3.603
"1137",2008-05-01,"MICH",5.2
"1138",2008-05-05,"GASREGW",3.613
"1139",2008-05-12,"GASREGW",3.722
"1140",2008-05-19,"GASREGW",3.791
"1141",2008-05-26,"GASREGW",3.937
"1142",2008-06-01,"MICH",5.1
"1143",2008-06-02,"GASREGW",3.976
"1144",2008-06-09,"GASREGW",4.039
"1145",2008-06-16,"GASREGW",4.082
"1146",2008-06-23,"GASREGW",4.079
"1147",2008-06-30,"GASREGW",4.095
"1148",2008-07-01,"MICH",5.1
"1149",2008-07-07,"GASREGW",4.114
"1150",2008-07-14,"GASREGW",4.113
"1151",2008-07-21,"GASREGW",4.064
"1152",2008-07-28,"GASREGW",3.955
"1153",2008-08-01,"MICH",4.8
"1154",2008-08-04,"GASREGW",3.88
"1155",2008-08-11,"GASREGW",3.809
"1156",2008-08-18,"GASREGW",3.74
"1157",2008-08-25,"GASREGW",3.685
"1158",2008-09-01,"GASREGW",3.68
"1159",2008-09-01,"MICH",4.3
"1160",2008-09-08,"GASREGW",3.648
"1161",2008-09-15,"GASREGW",3.835
"1162",2008-09-22,"GASREGW",3.718
"1163",2008-09-29,"GASREGW",3.632
"1164",2008-10-01,"MICH",3.9
"1165",2008-10-06,"GASREGW",3.484
"1166",2008-10-13,"GASREGW",3.151
"1167",2008-10-20,"GASREGW",2.914
"1168",2008-10-27,"GASREGW",2.656
"1169",2008-11-01,"MICH",2.9
"1170",2008-11-03,"GASREGW",2.4
"1171",2008-11-10,"GASREGW",2.224
"1172",2008-11-17,"GASREGW",2.072
"1173",2008-11-24,"GASREGW",1.892
"1174",2008-12-01,"GASREGW",1.811
"1175",2008-12-01,"MICH",1.7
"1176",2008-12-08,"GASREGW",1.699
"1177",2008-12-15,"GASREGW",1.659
"1178",2008-12-22,"GASREGW",1.653
"1179",2008-12-29,"GASREGW",1.613
"1180",2009-01-01,"MICH",2.2
"1181",2009-01-05,"GASREGW",1.684
"1182",2009-01-12,"GASREGW",1.784
"1183",2009-01-19,"GASREGW",1.847
"1184",2009-01-26,"GASREGW",1.838
"1185",2009-02-01,"MICH",1.9
"1186",2009-02-02,"GASREGW",1.892
"1187",2009-02-09,"GASREGW",1.926
"1188",2009-02-16,"GASREGW",1.964
"1189",2009-02-23,"GASREGW",1.909
"1190",2009-03-01,"MICH",2
"1191",2009-03-02,"GASREGW",1.934
"1192",2009-03-09,"GASREGW",1.941
"1193",2009-03-16,"GASREGW",1.91
"1194",2009-03-23,"GASREGW",1.962
"1195",2009-03-30,"GASREGW",2.046
"1196",2009-04-01,"MICH",2.8
"1197",2009-04-06,"GASREGW",2.037
"1198",2009-04-13,"GASREGW",2.051
"1199",2009-04-20,"GASREGW",2.059
"1200",2009-04-27,"GASREGW",2.049
"1201",2009-05-01,"MICH",2.8
"1202",2009-05-04,"GASREGW",2.078
"1203",2009-05-11,"GASREGW",2.24
"1204",2009-05-18,"GASREGW",2.309
"1205",2009-05-25,"GASREGW",2.435
"1206",2009-06-01,"GASREGW",2.524
"1207",2009-06-01,"MICH",3.1
"1208",2009-06-08,"GASREGW",2.624
"1209",2009-06-15,"GASREGW",2.672
"1210",2009-06-22,"GASREGW",2.691
"1211",2009-06-29,"GASREGW",2.642
"1212",2009-07-01,"MICH",2.9
"1213",2009-07-06,"GASREGW",2.612
"1214",2009-07-13,"GASREGW",2.528
"1215",2009-07-20,"GASREGW",2.463
"1216",2009-07-27,"GASREGW",2.503
"1217",2009-08-01,"MICH",2.8
"1218",2009-08-03,"GASREGW",2.557
"1219",2009-08-10,"GASREGW",2.647
"1220",2009-08-17,"GASREGW",2.637
"1221",2009-08-24,"GASREGW",2.628
"1222",2009-08-31,"GASREGW",2.613
"1223",2009-09-01,"MICH",2.2
"1224",2009-09-07,"GASREGW",2.588
"1225",2009-09-14,"GASREGW",2.577
"1226",2009-09-21,"GASREGW",2.552
"1227",2009-09-28,"GASREGW",2.499
"1228",2009-10-01,"MICH",2.9
"1229",2009-10-05,"GASREGW",2.468
"1230",2009-10-12,"GASREGW",2.489
"1231",2009-10-19,"GASREGW",2.574
"1232",2009-10-26,"GASREGW",2.674
"1233",2009-11-01,"MICH",2.7
"1234",2009-11-02,"GASREGW",2.694
"1235",2009-11-09,"GASREGW",2.666
"1236",2009-11-16,"GASREGW",2.629
"1237",2009-11-23,"GASREGW",2.639
"1238",2009-11-30,"GASREGW",2.629
"1239",2009-12-01,"MICH",2.5
"1240",2009-12-07,"GASREGW",2.634
"1241",2009-12-14,"GASREGW",2.599
"1242",2009-12-21,"GASREGW",2.589
"1243",2009-12-28,"GASREGW",2.607
"1244",2010-01-01,"MICH",2.8
"1245",2010-01-04,"GASREGW",2.665
"1246",2010-01-11,"GASREGW",2.751
"1247",2010-01-18,"GASREGW",2.739
"1248",2010-01-25,"GASREGW",2.705
"1249",2010-02-01,"GASREGW",2.661
"1250",2010-02-01,"MICH",2.7
"1251",2010-02-08,"GASREGW",2.652
"1252",2010-02-15,"GASREGW",2.608
"1253",2010-02-22,"GASREGW",2.655
"1254",2010-03-01,"GASREGW",2.702
"1255",2010-03-01,"MICH",2.7
"1256",2010-03-08,"GASREGW",2.751
"1257",2010-03-15,"GASREGW",2.788
"1258",2010-03-22,"GASREGW",2.819
"1259",2010-03-29,"GASREGW",2.798
"1260",2010-04-01,"MICH",2.9
"1261",2010-04-05,"GASREGW",2.826
"1262",2010-04-12,"GASREGW",2.858
"1263",2010-04-19,"GASREGW",2.86
"1264",2010-04-26,"GASREGW",2.849
"1265",2010-05-01,"MICH",3.2
"1266",2010-05-03,"GASREGW",2.898
"1267",2010-05-10,"GASREGW",2.905
"1268",2010-05-17,"GASREGW",2.864
"1269",2010-05-24,"GASREGW",2.786
"1270",2010-05-31,"GASREGW",2.728
"1271",2010-06-01,"MICH",2.8
"1272",2010-06-07,"GASREGW",2.725
"1273",2010-06-14,"GASREGW",2.701
"1274",2010-06-21,"GASREGW",2.743
"1275",2010-06-28,"GASREGW",2.757
"1276",2010-07-01,"MICH",2.7
"1277",2010-07-05,"GASREGW",2.726
"1278",2010-07-12,"GASREGW",2.718
"1279",2010-07-19,"GASREGW",2.722
"1280",2010-07-26,"GASREGW",2.749
"1281",2010-08-01,"MICH",2.7
"1282",2010-08-02,"GASREGW",2.735
"1283",2010-08-09,"GASREGW",2.783
"1284",2010-08-16,"GASREGW",2.745
"1285",2010-08-23,"GASREGW",2.704
"1286",2010-08-30,"GASREGW",2.682
"1287",2010-09-01,"MICH",2.2
"1288",2010-09-06,"GASREGW",2.682
"1289",2010-09-13,"GASREGW",2.721
"1290",2010-09-20,"GASREGW",2.723
"1291",2010-09-27,"GASREGW",2.694
"1292",2010-10-01,"MICH",2.7
"1293",2010-10-04,"GASREGW",2.732
"1294",2010-10-11,"GASREGW",2.819
"1295",2010-10-18,"GASREGW",2.834
"1296",2010-10-25,"GASREGW",2.817
"1297",2010-11-01,"GASREGW",2.806
"1298",2010-11-01,"MICH",3
"1299",2010-11-08,"GASREGW",2.865
"1300",2010-11-15,"GASREGW",2.892
"1301",2010-11-22,"GASREGW",2.876
"1302",2010-11-29,"GASREGW",2.856
"1303",2010-12-01,"MICH",3
"1304",2010-12-06,"GASREGW",2.958
"1305",2010-12-13,"GASREGW",2.98
"1306",2010-12-20,"GASREGW",2.982
"1307",2010-12-27,"GASREGW",3.052
"1308",2011-01-01,"MICH",3.4
"1309",2011-01-03,"GASREGW",3.07
"1310",2011-01-10,"GASREGW",3.089
"1311",2011-01-17,"GASREGW",3.104
"1312",2011-01-24,"GASREGW",3.11
"1313",2011-01-31,"GASREGW",3.101
"1314",2011-02-01,"MICH",3.4
"1315",2011-02-07,"GASREGW",3.132
"1316",2011-02-14,"GASREGW",3.14
"1317",2011-02-21,"GASREGW",3.189
"1318",2011-02-28,"GASREGW",3.383
"1319",2011-03-01,"MICH",4.6
"1320",2011-03-07,"GASREGW",3.52
"1321",2011-03-14,"GASREGW",3.567
"1322",2011-03-21,"GASREGW",3.562
"1323",2011-03-28,"GASREGW",3.596
"1324",2011-04-01,"MICH",4.6
"1325",2011-04-04,"GASREGW",3.684
"1326",2011-04-11,"GASREGW",3.791
"1327",2011-04-18,"GASREGW",3.844
"1328",2011-04-25,"GASREGW",3.879
"1329",2011-05-01,"MICH",4.1
"1330",2011-05-02,"GASREGW",3.963
"1331",2011-05-09,"GASREGW",3.965
"1332",2011-05-16,"GASREGW",3.96
"1333",2011-05-23,"GASREGW",3.849
"1334",2011-05-30,"GASREGW",3.794
"1335",2011-06-01,"MICH",3.8
"1336",2011-06-06,"GASREGW",3.781
"1337",2011-06-13,"GASREGW",3.713
"1338",2011-06-20,"GASREGW",3.652
"1339",2011-06-27,"GASREGW",3.574
"1340",2011-07-01,"MICH",3.4
"1341",2011-07-04,"GASREGW",3.579
"1342",2011-07-11,"GASREGW",3.641
